기업명,업종명,평가연도,총자산규모,부채비율,자기자본비율,매출액증가율,현금흐름,PBR,ESG_-,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_B이하,ESG_C,ESG_D,E_-,E_A,E_A+,E_B,E_B+,E_B+ 이하,E_C,E_D,S_-,S_A,S_A+,S_B,S_B+,S_B이하,S_C,S_D,G_-,G_A,G_A+,G_B,G_B+,G_B이하,G_C,G_D,배당기업구분
디아이,의료정밀,2011,25.961095830696436,-0.22372338571096162,0.2126572621695432,-0.03340367445974675,-0.4257330184382791,-0.6587262919160694,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
디아이씨,운수장비,2011,26.99312374342319,0.14217571028693704,-1.017793912454714,0.0027059913066371255,-0.17048138085804757,-0.1628806451319675,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
롯데관광개발,서비스업,2011,26.138291034658927,-0.031043146633899194,-0.6143214712488803,0.02511319454404824,-0.052062560909172946,0.56983394119868,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
롯데손해보험,보험,2011,28.714824182376415,3.0220082631131677,-2.161587033886956,-0.028210846381954223,0.7981798370688323,0.026614506505268896,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,무배당기업
롯데쇼핑,유통업,2011,31.129379074777596,-0.09276711739519457,-0.41072163659882344,-0.004017670481949727,-0.02763381617055592,-0.3871165745693639,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,중배당기업
마니커,음식료품,2011,26.363180452631997,0.14179903837423588,-1.017328008942929,-0.018590607081766332,-0.10479838334106902,-0.5639787160974512,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,무배당기업
명문제약,의약품,2011,26.034024602327143,-0.046662475280573615,-0.5667993130468076,-0.009960907241504183,-0.27309249390468954,-0.47554764533340754,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
모나리자,종이목재,2011,24.806452665864946,-0.29320679787390075,0.724685221621288,-0.02396353324318172,0.15618674420320997,0.28874946627011255,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,저배당기업
모나미,유통업,2011,26.080525267073913,0.17645285434274185,-1.0778954654749826,-0.029321451230961876,-0.13497926472650798,-0.5260796857700039,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
모토닉,운수장비,2011,26.771108947640162,-0.35794414393680535,1.4151542260866987,-0.04928232216582911,-0.2790556918147617,-0.41238259478766204,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,중배당기업
무림페이퍼,종이목재,2011,28.445336115962217,0.2090726419826616,-1.1305425623066905,-0.007109354250808865,-0.9530423699087127,-0.5576622110428766,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
문배철강,철강금속,2011,25.588106284910697,-0.25865342774878175,0.4474726321091969,-0.0025918939866020683,-0.3519092482998829,-0.6334602716977711,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,중배당기업
미래산업,의료정밀,2011,25.560455728380585,-0.03408163339635517,-0.60500340101318,-0.02954657383549045,-0.29608646540900085,1.2078009517107091,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
미래에셋증권,증권,2011,30.58627295120864,1.1007303937288277,-1.8140230140953255,-0.06520599439281717,0.9808044105763675,0.1908436379242071,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
미원상사,화학,2011,25.722254990583505,-0.21315146069448263,0.14836257754320933,0.0033663509465876222,0.10543520716684278,-0.25446996842329844,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,저배당기업
백광산업,화학,2011,26.76919664674968,-0.13987621794368527,-0.22296252134945738,-0.01749501040639392,0.0718902951820728,-0.5955612413703238,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,중배당기업
백산,화학,2011,25.75552015996972,-0.1966532309181722,0.054715971674418926,-0.0026069021602373094,0.11731905041396001,-0.20709618051398937,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
범양건영,건설업,2011,26.41840491483891,31.75471754418294,-2.443458658516897,-0.10874470610864412,-0.7676226775524967,0.664581517017298,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
보락,화학,2011,24.561761756858136,-0.34187280899488953,1.2176111370898468,-0.016039217563775784,-0.06713542735988755,-0.4502816251151093,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,무배당기업
보해양조,음식료품,2011,26.221360252045844,0.536249865354882,-1.5000040471522171,-0.028871206021904718,0.5236111900511764,4.688195236781285,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
부광약품,의약품,2011,26.250865088630515,-0.34056701303085885,1.202236321200941,-0.02093188216886354,0.6894747727196255,0.5098271431802217,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,고배당기업
부국증권,증권,2011,27.196909078301506,-0.22407494616281604,0.21452087621668328,0.039430992192065785,2.784923929491917,-0.5545039585155893,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
부국철강,철강금속,2011,25.695185673159774,-0.2971744086876862,0.759627985005165,-0.03828133089119927,-0.3677203928189729,-0.6903088171889421,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,중배당기업
부산산업,비금속광물,2011,25.407400583462376,0.009110079260043591,-0.726604217589072,-0.004482923864642124,0.06641197613478653,-0.6334602716977711,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
부산주공,운수장비,2011,26.091429317533088,0.5177929416325254,-1.4846292312633111,-0.0081749345789108,0.005505448540134995,-0.5387126958791529,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,중배당기업
비상교육,서비스업,2011,25.91440464174746,-0.29514038035909995,0.7419236515573342,-0.0014062482694182266,0.023095190341808323,-0.40922434226037474,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,중배당기업
빙그레,음식료품,2011,26.925698205089958,-0.34594086565206195,1.2655991988037048,-0.02954657383549045,-0.12684549055344746,-0.07129132184063658,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,중배당기업
사조대림,음식료품,2011,26.60506662549149,-0.06057422458966946,-0.522072575915445,0.024122655084122493,-0.6437420688731459,-0.40290783720580026,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,저배당기업
