기업명,업종명,평가연도,총자산규모,부채비율,자기자본비율,매출액증가율,현금흐름,PBR,ESG_-,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_B이하,ESG_C,ESG_D,E_-,E_A,E_A+,E_B,E_B+,E_B+ 이하,E_C,E_D,S_-,S_A,S_A+,S_B,S_B+,S_B이하,S_C,S_D,G_-,G_A,G_A+,G_B,G_B+,G_B이하,G_C,G_D,배당률
한국자산신탁,기타금융,2022,969756964000.0,19.46,83.71,-0.94,0.5555312437998888,0.5650000000000001,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,일반배당기업
한국전자홀딩스,기타금융,2022,469100261000.0,35.84,73.62,-2.17,0.0015563990763636,0.535,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
한국종합기술,서비스업,2022,332695360000.0,123.59,44.72,5.76,-0.0131053261438118,0.615,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,일반배당기업
한국주강,기계,2022,48045222000.0,61.38,61.97,20.0,0.029644074530621,1.505,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
한국철강,철강금속,2022,938653807000.0,18.68,84.26,20.02,0.0342092347388961,0.445,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,일반배당기업
한국카본,기계,2022,585333635000.0,44.82,69.05,0.39,0.0049937543678303,1.46,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,일반배당기업
한국콜마,화학,2022,2933309479000.0,99.62,50.1,17.61,0.0413593655082387,1.665,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,무배당기업
한국콜마홀딩스,기타금융,2022,1269102053000.0,49.25,67.0,-3.58,0.0297349030832511,1.0699999999999998,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,고배당기업
한국타이어앤테크놀로지,화학,2022,12581364159000.0,41.75,70.55,17.55,0.03216391559865,0.93,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,고배당기업
한국토지신탁,기타금융,2022,1474379149000.0,67.52,59.69,-8.21,0.2608134964645694,0.5800000000000001,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
한국특강,철강금속,2022,549828404000.0,173.2,36.6,15.1,0.0170557307002596,0.865,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,무배당기업
한국화장품,유통업,2022,43913330000.0,95.93,51.04,-1.37,-0.0084777921529647,6.705,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
한국화장품제조,화학,2022,82665926000.0,74.98,57.15,53.19,0.0607721332338836,2.93,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
한농화성,화학,2022,225415183000.0,47.73,67.69,-10.92,0.0731256306229508,1.52,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
한독,의약품,2022,871106170000.0,128.12,43.84,5.05,0.0529602028656981,0.7050000000000001,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,고배당기업
한미반도체,기계,2022,455432966000.0,16.75,85.65,-12.21,0.3241524911322713,6.8950000000000005,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,고배당기업
한미사이언스,기타금융,2022,1109690934000.0,53.11,65.31,10.09,0.0047740126156807,6.21,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
한미약품,의약품,2022,1924585731000.0,90.7,52.44,10.67,0.0700190380118878,6.470000000000001,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
한샘,유통업,2022,1099679541000.0,146.88,40.51,-10.32,-0.0089554958648418,3.67,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,무배당기업
한섬,섬유의복,2022,1684715499000.0,26.05,79.33,11.16,0.0470269253762009,0.63,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,고배당기업
한성기업,음식료품,2022,234918896000.0,349.32,22.26,16.15,-0.0279350251437286,0.985,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
한세실업,섬유의복,2022,1239211177000.0,130.73,43.34,31.86,0.1091563850591151,1.5750000000000002,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,고배당기업
한세엠케이,유통업,2022,224809704000.0,481.97,17.18,30.73,0.0184842222558715,2.66,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,무배당기업
한세예스24홀딩스,섬유의복,2022,2036963741000.0,144.97,40.82,18.69,0.0031811236707721,2.4450000000000003,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,고배당기업
한솔로지스틱스,운수창고업,2022,274496249000.0,167.79,37.34,35.92,0.0045215738639366,1.78,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
한솔제지,종이목재,2022,2210015517000.0,197.63,33.6,34.01,-0.0114732204635839,0.4649999999999999,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
한솔케미칼,화학,2022,1253310603000.0,47.02,68.02,15.19,0.1460509552301528,4.29,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
한솔테크닉스,전기전자,2022,1071921901000.0,143.6,41.05,10.52,0.0154942463323694,0.77,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
한솔홀딩스,기타금융,2022,723295784000.0,21.09,82.58,12.95,0.0357370912522023,0.3299999999999999,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
한솔홈데코,종이목재,2022,319496521000.0,108.25,48.02,7.66,0.0240703465954435,0.6950000000000001,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,무배당기업
한신공영,건설업,2022,2349398105000.0,223.28,30.93,-6.83,0.0926870170107289,0.24,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
한양증권,증권,2022,1502891064000.0,227.15,30.57,27.8,-0.0001345823547618,0.355,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,일반배당기업
한온시스템,기계,2022,9098783328000.0,283.94,26.05,17.36,-0.0113148614351461,10.405,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,고배당기업
한올바이오파마,의약품,2022,213451233000.0,26.86,78.83,8.27,0.2269459239934346,6.17,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,무배당기업
한익스프레스,운수창고업,2022,407946966000.0,287.21,25.83,10.55,0.0032114380625984,0.755,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
한일시멘트,비금속광물,2022,2460836872000.0,56.24,64.0,16.96,0.0222070378793807,0.995,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,고배당기업
한일철강,철강금속,2022,339154971000.0,94.32,51.46,2.67,0.0810149388673495,0.755,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
한일현대시멘트,비금속광물,2022,649126014000.0,78.39,56.06,18.68,-0.0167092668844053,1.4,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
한일홀딩스,비금속광물,2022,3268041346000.0,59.64,62.64,11.24,0.013387807774224,0.515,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,고배당기업
한진,운수창고업,2022,4093197692000.0,166.77,37.49,13.79,0.0142875464424767,0.275,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
한진중공업홀딩스,전기가스업,2022,1995988000000.0,444.19,18.38,62.17,0.0038107300381073,0.4649999999999999,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
한진칼,운수창고업,2022,3915077621000.0,51.98,65.8,-49.32,-0.3235684323705602,1.45,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
한창,유통업,2022,113480993000.0,386.04,20.57,153.68,-0.0541928997155739,7.515,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,무배당기업
한창제지,종이목재,2022,283062451000.0,156.33,39.01,17.95,0.0320970012098025,1.035,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,일반배당기업
한화,화학,2022,211175324000000.0,911.43,9.89,17.87,0.0016745778692594,0.855,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
한화손해보험,보험,2022,20186911158000.0,8030.92,1.23,3.4,0.018842464132286,2.79,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,무배당기업
한화솔루션,화학,2022,23831697413000.0,140.8,41.53,27.31,-0.0001209442856601,0.945,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,무배당기업
한화시스템,전기전자,2022,3945627700000.0,95.43,51.17,4.71,0.1482426048313947,1.365,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
한화에어로스페이스,운수장비,2022,15157301979000.0,286.29,25.89,1.94,0.1868138234933596,1.665,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
한화투자증권,증권,2022,11109693899000.0,600.93,14.27,10.66,0.1360738751431014,0.64,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,무배당기업
해성디에스,전기전자,2022,659613822000.0,47.47,67.81,28.07,0.2339870106887041,2.1950000000000003,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
해태제과식품,음식료품,2022,691254955000.0,172.29,36.73,3.97,0.0280629050261797,0.97,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,일반배당기업
핸즈코퍼레이션,운수장비,2022,862588714000.0,342.96,22.58,38.43,-0.0224372230395905,0.54,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,일반배당기업
현대건설,건설업,2022,20911708000000.0,110.71,47.46,17.57,-0.0153148332870507,0.75,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
현대글로비스,운수창고업,2022,13877784500000.0,101.72,49.57,23.89,0.0563634648242107,1.245,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
현대로템,운수장비,2022,4823869784000.0,223.43,30.92,10.12,0.2343046115778984,1.99,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,무배당기업
현대리바트,기타제조업,2022,854159330000.0,94.78,51.34,6.33,-0.0271378464654703,0.625,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,무배당기업
현대모비스,운수장비,2022,55406698000000.0,46.55,68.24,24.47,0.0454859683391376,0.865,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,고배당기업
현대미포조선,운수장비,2022,4748245499000.0,118.28,45.81,28.74,0.0417957285527094,1.73,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,무배당기업
현대백화점,유통업,2022,12069249655000.0,89.55,52.76,40.36,0.0613058796999199,0.38,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
현대비앤지스틸,철강금속,2022,857843841000.0,63.45,61.18,49.72,-0.0384862074161385,0.495,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,일반배당기업
현대오토에버,서비스업,2022,2619436327000.0,75.76,56.9,33.04,0.0626410868336838,3.05,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,고배당기업
현대위아,운수장비,2022,7546451000000.0,102.12,49.48,9.03,0.0316130851182816,0.605,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
현대제철,철강금속,2022,36800955830000.0,92.39,51.98,19.65,0.0809126216260862,0.2799999999999999,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
현대차증권,증권,2022,9431771000000.0,675.49,12.9,36.9,0.2135000185493091,0.36,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
현대코퍼레이션,유통업,2022,1831301802000.0,319.45,23.84,61.98,0.0504146664612228,0.555,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
현대코퍼레이션홀딩스,유통업,2022,296127566000.0,32.1,75.7,25.99,0.0467385712809993,0.575,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
현대퓨처넷,서비스업,2022,915256452000.0,8.32,92.32,12.81,-0.6612387905616531,0.48,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
현대홈쇼핑,유통업,2022,2782027992000.0,42.03,70.41,-4.9,5.123169886055372e-05,0.435,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,고배당기업
혜인,유통업,2022,240522146000.0,122.61,44.92,-13.73,0.0367789058984211,1.055,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,일반배당기업
호전실업,섬유의복,2022,316098137000.0,133.26,42.87,39.18,0.1442483565860483,0.81,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,고배당기업
호텔신라,유통업,2022,2938544987000.0,444.39,18.37,30.24,0.0176845864824489,6.265000000000001,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,일반배당기업
