종목명,업종명,평가연도,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,현금흐름(CF),PBR,ESG,E,S,G,배당지급(DV)
사조오양,"농업, 임업 및 어업",2013,172567839000.0,127.21,44.01,-13.68,0.0273791090182076,0.55,2.5,3.0,2.5,2.5,0.0
삼부토건,건설업,2013,1597663235000.0,3298.51,2.94,-2.51,0.0130072408418973,2.975,2.5,2.0,2.5,2.5,0.0
삼성SDI,전기전자,2013,10555670889000.0,39.95,71.45,-13.08,0.0773233200245369,1.035,5.0,3.0,5.0,6.0,67410000.0
삼성공조,운수장비,2013,250646872000.0,40.7,71.07,-16.32,0.3535482908100074,0.355,2.5,3.0,2.5,2.5,401000.0
삼성엔지니어링,서비스업,2013,5928775873000.0,554.64,15.28,-14.28,-0.1494806617630093,5.57,4.0,4.0,5.0,4.0,0.0
삼성전기,전기전자,2013,7185342978000.0,68.75,59.26,4.34,0.1478016385689909,1.7399999999999998,6.0,5.0,6.0,6.0,58297000.0
삼성전자,전기전자,2013,214075018000000.0,42.7,70.08,13.72,0.294922169019315,2.02,5.0,5.0,4.0,5.0,2081603000.0
삼성제약,의약품,2013,80179594000.0,327.82,23.37,-0.77,0.0128653268259414,1.54,2.5,3.0,2.5,2.5,0.0
삼성중공업,운수장비,2013,17427146525000.0,198.11,33.54,2.38,0.0401341860362959,1.575,4.0,3.0,5.0,4.0,108489000.0
삼성증권,증권,2013,19480917794000.0,459.4,17.88,0.5,-0.3518382598375843,1.26,4.0,5.0,4.0,2.5,48364000.0
삼성출판사,서비스업,2013,130529534000.0,40.82,71.01,83.5,0.1832172839073613,0.755,2.5,3.0,2.5,2.5,1000000.0
삼성카드,기타금융,2013,16560926260000.0,167.0,37.45,-25.42,0.1241450486304435,0.755,2.5,3.0,4.0,2.5,80780000.0
삼아알미늄,철강금속,2013,190726675000.0,74.44,57.33,-14.09,0.0718411027957656,0.28,2.5,3.0,2.5,2.5,825000.0
삼양사,음식료품,2013,780911217000.0,81.29,55.16,-1.56,0.0160392006616461,0.515,4.0,3.0,4.0,4.0,4206000.0
삼양식품,음식료품,2013,298570234000.0,82.19,54.89,-7.09,0.0506672333743001,1.205,2.5,2.0,2.5,2.5,753000.0
삼양통상,기타제조업,2013,273467742000.0,27.58,78.38,2.45,-0.0978718443380866,0.355,2.5,3.0,2.5,2.5,2250000.0
삼양홀딩스,서비스업,2013,2595067569000.0,56.5,63.9,24.95,-0.0851910600873958,0.7,2.5,3.0,2.5,2.5,9516000.0
삼영무역,유통업,2013,274354559000.0,21.61,82.23,-2.96,0.0300147408446126,1.33,2.5,3.0,2.5,2.5,2003000.0
삼원강재,운수장비,2013,203893675000.0,26.85,78.84,-10.31,0.0972571464125152,1.055,2.5,2.0,2.5,2.5,4800000.0
삼익악기,기타제조업,2013,344769973000.0,89.74,52.7,1.84,-0.0186395286303295,0.815,2.5,2.0,2.5,2.5,3277000.0
삼일제약,의약품,2013,115708901000.0,65.23,60.52,-2.42,-0.0464118037058146,0.45,2.5,2.0,2.5,2.5,782000.0
삼정펄프,종이목재,2013,181329867000.0,18.93,84.09,-10.09,0.1184254171466411,0.845,2.5,3.0,2.5,2.5,2500000.0
삼진제약,의약품,2013,203945576000.0,80.51,55.4,3.4,0.0384066049675272,1.75,2.5,3.0,2.5,2.5,4981000.0
삼천리,전기가스업,2013,2747656135000.0,129.89,43.5,5.87,-0.0383186209600176,0.43,4.0,4.0,4.0,2.5,10690000.0
삼호개발,건설업,2013,203003798000.0,66.24,60.15,11.22,0.0081557822716314,0.485,2.5,3.0,2.5,2.5,2155000.0
삼화왕관,기계,2013,134967814000.0,25.56,79.64,0.53,0.1145964138490783,0.53,2.5,2.0,2.5,2.5,1395000.0
삼화전기,전기전자,2013,133552347000.0,263.84,27.48,2.65,0.0749900351739005,1.8,2.5,3.0,2.5,2.5,263000.0
상신브레이크,운수장비,2013,267736469000.0,167.46,37.39,6.66,0.1139329011461033,1.265,2.5,3.0,2.5,2.5,2710000.0
새론오토모티브,운수장비,2013,202754394000.0,29.76,77.06,9.34,0.2343743838745932,1.085,2.5,2.0,2.5,4.0,3840000.0
서원,철강금속,2013,298200155000.0,168.73,37.21,16.08,-0.1885114271931541,0.725,2.5,3.0,2.5,2.5,0.0
선도전기,전기전자,2013,128582447000.0,66.11,60.2,92.48,-0.0515357891528992,0.755,2.5,2.0,2.5,2.5,179000.0
선진,음식료품,2013,283542777000.0,94.95,51.3,0.0,0.0806939736743309,1.145,2.5,2.0,2.5,2.5,814000.0
성문전자,전기전자,2013,49764693000.0,65.32,60.49,0.69,-0.0274019348294034,0.98,2.5,2.0,2.5,2.5,68000.0
성보화학,화학,2013,101953108000.0,14.63,87.24,9.57,0.0298086473206194,0.675,2.5,2.0,2.5,2.5,3003000.0
성신양회,비금속광물,2013,1144285222000.0,228.6,30.43,11.34,0.0891159310086162,0.45,4.0,4.0,2.5,4.0,0.0
성안,섬유의복,2013,288273860000.0,166.22,37.56,-3.28,0.2091313228292605,0.605,2.5,2.0,2.5,2.5,0.0
성창기업지주,서비스업,2013,324009225000.0,27.85,78.21,-6.5,-0.8034833967046895,1.505,2.5,2.0,2.5,2.5,0.0
세기상사,서비스업,2013,47846000000.0,68.93,59.2,-14.95,-0.1728986902927581,0.44,2.5,3.0,2.5,2.5,0.0
세방,운수창고업,2013,900651214000.0,39.3,71.79,-9.96,0.055445545401487,0.84,2.5,3.0,2.5,2.5,3481000.0
세방전지,전기전자,2013,870157611000.0,34.27,74.47,8.56,0.0616556138080555,1.125,2.5,3.0,2.5,4.0,4200000.0
세아특수강,철강금속,2013,486216680000.0,99.22,50.2,7.33,0.07983180726956,0.92,2.5,4.0,2.5,2.5,6256000.0
세아홀딩스,서비스업,2013,3914700975000.0,79.36,55.75,-4.76,6.503431123189362,0.525,2.5,3.0,2.5,2.5,4479000.0
세우글로벌,유통업,2013,33460342000.0,10.62,90.4,17.54,0.0601706377444605,0.8999999999999999,2.5,2.0,2.5,2.5,0.0
세종공업,운수장비,2013,697570396000.0,95.82,51.07,7.47,0.2005804640168701,1.09,2.5,3.0,2.5,2.5,3981000.0
세하,종이목재,2013,208802223000.0,821.08,10.86,1.6,-0.0860344,1.885,2.5,2.0,2.5,2.5,0.0
송원산업,화학,2013,866022000000.0,182.62,35.38,1.84,0.0989516203373922,1.0,2.5,2.0,2.5,4.0,1680000.0
수산중공업,기계,2013,136006038000.0,63.58,61.13,-2.82,0.0110288678324333,0.99,2.5,2.0,2.5,2.5,0.0
신대양제지,종이목재,2013,392854620000.0,51.03,66.21,-6.42,0.0755104776296175,0.42,2.5,2.0,2.5,2.5,1102000.0
신도리코,전기전자,2013,919770392000.0,11.67,89.55,-30.52,0.0778349433965219,0.86,4.0,3.0,4.0,4.0,22122000.0
신라교역,"농업, 임업 및 어업",2013,501893858000.0,21.87,82.06,-24.35,-0.0296620214944785,1.15,2.5,3.0,2.5,2.5,4000000.0
신성이엔지,기계,2013,295129783000.0,568.44,14.96,-4.55,-0.0112792653286563,1.735,2.5,2.0,2.5,2.5,0.0
신세계,유통업,2013,7499974642000.0,124.29,44.58,6.31,0.1774611458036431,1.035,4.0,4.0,5.0,4.0,9836000.0
신세계건설,건설업,2013,551472760000.0,1871.54,5.07,-26.42,0.1563650683239946,1.74,2.5,2.0,4.0,2.5,0.0
신세계인터내셔날,유통업,2013,755481565000.0,73.18,57.74,1.63,0.0255799553426766,1.42,2.5,3.0,2.5,2.5,4284000.0
신세계푸드,서비스업,2013,286681773000.0,30.88,76.4,0.04,0.0716356606663847,1.58,2.5,2.0,2.5,2.5,2571000.0
신영와코루,섬유의복,2013,303347615000.0,13.01,88.49,-3.51,0.0397893157201103,0.38,2.5,2.0,2.5,2.5,1350000.0
신원,섬유의복,2013,428995583000.0,147.02,40.48,1.95,0.0002138356936728,0.48,2.5,3.0,2.5,2.5,0.0
신풍제약,의약품,2013,398354727000.0,108.8,47.89,-2.35,0.0554728266923684,1.455,2.5,3.0,2.5,2.5,2371000.0
신흥,유통업,2013,129289616000.0,65.99,60.25,-19.24,0.0340546392087969,0.89,2.5,3.0,2.5,2.5,570000.0
쌍방울,섬유의복,2013,133752804000.0,78.95,55.88,-14.22,-0.0139598064992731,1.01,2.5,2.0,2.5,2.5,0.0
써니전자,전기전자,2013,28523761000.0,94.11,51.52,-3.36,-0.0357455279332171,5.19,2.5,2.0,2.5,2.5,0.0
아남전자,전기전자,2013,125501318000.0,75.23,57.07,-1.2,-0.0109597147862534,0.685,2.5,3.0,2.5,2.5,0.0
아모레퍼시픽,화학,2013,3401848940000.0,32.46,75.49,8.81,0.1599374711825014,2.955,4.0,4.0,5.0,4.0,44888000.0
아세아제지,종이목재,2013,715453347000.0,52.51,65.57,30.55,0.0998828724510823,0.395,2.5,2.0,2.5,2.5,3573000.0
아시아나항공,운수창고업,2013,7012007572000.0,676.26,12.88,-2.79,0.1352747023545314,1.375,4.0,4.0,4.0,5.0,0.0
아이마켓코리아,유통업,2013,791732913000.0,129.61,43.55,22.06,0.0216884667262427,2.785,2.5,3.0,2.5,2.5,8983000.0
아이에스동서,비금속광물,2013,1022389795000.0,145.33,40.76,5.9,0.1850606525932105,0.885,2.5,2.0,2.5,2.5,0.0
에넥스,기타제조업,2013,107777389000.0,146.81,40.52,18.67,-0.0259752058510335,0.945,2.5,2.0,2.5,2.5,0.0
에스엘,운수장비,2013,1218226519000.0,76.62,56.62,6.81,0.1796494722329034,1.015,2.5,3.0,2.5,2.5,5080000.0
에스원,서비스업,2013,1154080548000.0,36.82,73.09,16.2,0.1421526504160912,3.75,2.5,3.0,4.0,2.5,37180000.0
에쓰씨엔지니어링,서비스업,2013,316915013000.0,234.14,29.93,-20.22,0.2817886687565838,0.4449999999999999,2.5,2.0,2.5,2.5,509000.0
에이블씨엔씨,화학,2013,238805956000.0,41.77,70.53,-2.18,0.0815072848375208,4.23,2.5,3.0,2.5,2.5,3980000.0
에이엔피,전기전자,2013,270094165000.0,258.01,27.93,12.72,0.1449750763448437,0.98,2.5,2.0,2.5,2.5,0.0
엔씨소프트,서비스업,2013,1479521682000.0,27.68,78.32,0.42,0.4452674458939748,3.63,2.5,4.0,2.5,2.5,11966000.0
엔케이,기계,2013,287996685000.0,134.23,42.69,-9.07,0.146954452450328,0.99,2.5,2.0,2.5,2.5,0.0
영보화학,화학,2013,168014020000.0,73.04,57.79,18.88,0.1108972405908163,0.745,2.5,2.0,2.5,2.5,1950000.0
영원무역,유통업,2013,1212275619000.0,34.4,74.4,4.63,0.0930183915490645,2.535,2.5,2.0,2.5,2.5,8862000.0
영원무역홀딩스,서비스업,2013,1616649995000.0,34.38,74.41,5.58,7.283085972850679,2.54,2.5,2.0,2.5,2.5,5802000.0
영진약품,의약품,2013,169334044000.0,65.29,60.5,13.75,0.0380122204273957,3.24,2.5,3.0,2.5,2.5,0.0
영풍,철강금속,2013,3939385519000.0,39.87,71.5,103.54,0.3233660294569584,1.595,2.5,2.0,2.5,4.0,12901000.0
영풍제지,종이목재,2013,118120457000.0,15.72,86.42,-16.81,0.0291036774056803,0.485,2.5,2.0,2.5,2.5,3693000.0
영화금속,운수장비,2013,98358356000.0,101.27,49.68,-3.79,0.1420983967169214,1.17,2.5,2.0,2.5,2.5,944000.0
오뚜기,음식료품,2013,1206220350000.0,62.71,61.46,2.46,0.0697109628857418,1.94,2.5,2.0,2.5,4.0,11819000.0
우신시스템,기계,2013,206120936000.0,159.88,38.48,27.96,0.1314376322173702,0.5,2.5,3.0,2.5,2.5,261000.0
우진,의료정밀,2013,147327909000.0,26.43,79.1,-6.62,0.0473102758989377,1.735,2.5,4.0,2.5,2.5,2257000.0
우진플라임,기계,2013,225185816000.0,170.73,36.94,25.06,0.02715932323062,0.685,2.5,2.0,2.5,2.5,0.0
웅진씽크빅,서비스업,2013,459352060000.0,127.81,43.9,-11.04,0.0818176501049555,1.97,2.5,2.0,4.0,4.0,0.0
원림,섬유의복,2013,126914249000.0,38.29,72.31,0.0,0.0159510518144438,0.5,2.5,2.0,2.5,2.5,980000.0
윌비스,유통업,2013,242724623000.0,100.24,49.94,-3.14,0.0385346322183862,0.55,2.5,3.0,2.5,2.5,0.0
유니드,화학,2013,880892350000.0,78.21,56.11,5.17,0.10082823828029,0.8,2.5,3.0,2.5,2.5,6585000.0
유니온,비금속광물,2013,275516205000.0,33.9,74.68,-8.88,0.0543454513645906,0.3399999999999999,2.5,3.0,2.5,2.5,896000.0
유니켐,기타제조업,2013,64851524000.0,464.67,17.71,-12.71,-0.1385176920771766,2.825,2.5,2.0,2.5,2.5,0.0
유니퀘스트,유통업,2013,218347948000.0,49.1,67.07,5.0,0.0248732478377572,1.515,2.5,3.0,2.5,2.5,0.0
유성기업,운수장비,2013,353659805000.0,41.68,70.58,-4.83,0.1570366696247464,0.595,2.5,3.0,2.5,2.5,3334000.0
유엔젤,서비스업,2013,72642507000.0,12.9,88.57,-3.1,0.0286141750641141,1.085,2.5,3.0,2.5,2.5,1722000.0
유유제약,의약품,2013,88679929000.0,27.59,78.37,5.42,0.1159377971685513,0.775,2.5,3.0,2.5,2.5,953000.0
유한양행,의약품,2013,1513968939000.0,23.26,81.13,21.53,0.0856343187936608,1.905,2.5,3.0,2.5,4.0,15629000.0
유화증권,증권,2013,655592339000.0,39.82,71.52,-22.85,0.9604126770564712,0.42,2.5,3.0,2.5,2.5,8393000.0
율촌화학,화학,2013,522867533000.0,63.96,60.99,8.61,0.0637646356657052,0.895,2.5,3.0,2.5,2.5,12400000.0
이건산업,종이목재,2013,382494365000.0,134.55,42.64,-7.23,0.1813965222508687,1.115,2.5,2.0,2.5,2.5,1332000.0
이구산업,철강금속,2013,275686501000.0,158.18,38.73,-0.13,0.0130366697672131,0.425,2.5,3.0,2.5,2.5,0.0
이마트,유통업,2013,13051829830000.0,94.86,51.32,2.76,0.0744611926385339,1.0,4.0,4.0,4.0,4.0,41796000.0
이수페타시스,전기전자,2013,467565657000.0,125.53,44.34,28.03,0.1223055457591253,1.435,2.5,2.0,2.5,2.5,4067000.0
이수화학,화학,2013,1291256102000.0,219.89,31.26,-7.11,-0.0248247584982036,0.49,2.5,2.0,4.0,4.0,6653000.0
이스타코,서비스업,2013,92335201000.0,78.02,56.17,341.13,1.1431230746840664,1.145,2.5,2.0,2.5,2.5,0.0
이연제약,의약품,2013,178399194000.0,27.07,78.7,-4.06,-0.0004721632191662,2.055,2.5,3.0,2.5,2.5,1935000.0
이월드,서비스업,2013,204443013000.0,207.34,32.54,9.27,-0.124031475409836,0.905,2.5,2.0,2.5,2.5,0.0
이화산업,유통업,2013,277575752000.0,50.87,66.28,0.0,0.0410940738061919,0.47,2.5,2.0,2.5,2.5,0.0
인디에프,섬유의복,2013,198771950000.0,120.87,45.27,-8.33,0.0325344978874703,0.6900000000000001,2.5,2.0,2.5,2.5,0.0
인지컨트롤스,운수장비,2013,411595835000.0,110.53,47.5,-2.41,0.0110347790573327,0.64,2.5,2.0,2.5,2.5,1452000.0
인천도시가스,전기가스업,2013,355456808000.0,156.31,39.02,6.2,0.0178641268359829,0.8,2.5,2.0,2.5,2.5,4684000.0
인터지스,운수창고업,2013,458605173000.0,146.83,40.51,15.96,0.0304576128692488,0.6950000000000001,2.5,2.0,2.5,2.5,795000.0
인팩,운수장비,2013,158810730000.0,94.63,51.38,5.77,0.0927289097752178,0.85,2.5,2.0,2.5,2.5,1300000.0
일성건설,건설업,2013,284773448000.0,123.21,44.8,4.7,-0.066779686914526,0.285,2.5,2.0,2.5,2.5,758000.0
일신방직,섬유의복,2013,776197124000.0,19.86,83.43,-3.84,0.1463873551838088,0.515,2.5,4.0,2.5,2.5,4693000.0
일신석재,유통업,2013,82370066000.0,47.3,67.89,-3.94,0.0316446485433827,1.795,2.5,2.0,2.5,2.5,0.0
일양약품,의약품,2013,377664126000.0,107.65,48.16,3.75,0.0302232881108281,3.3200000000000003,2.5,3.0,2.5,2.5,1757000.0
일정실업,섬유의복,2013,70202818000.0,38.13,72.4,-0.69,0.0753038671739882,0.5449999999999999,2.5,3.0,2.5,2.5,1500000.0
일진전기,전기전자,2013,835753216000.0,160.29,38.42,-11.05,-0.0178237934200546,0.655,2.5,2.0,2.5,2.5,2595000.0
일진홀딩스,서비스업,2013,1116481234000.0,164.56,37.8,-8.52,-3.75552021174206,0.5,2.5,2.0,2.5,2.5,2099000.0
자화전자,전기전자,2013,357073877000.0,48.77,67.22,43.13,0.1124313785379759,2.105,2.5,2.0,2.5,2.5,5764000.0
전방,섬유의복,2013,525458565000.0,162.21,38.14,-0.45,0.0239182394114152,0.255,2.5,3.0,2.5,2.5,0.0
제일기획,서비스업,2013,1704530969000.0,154.96,39.22,14.56,-0.0714632384447262,5.4,2.5,3.0,2.5,2.5,0.0
제주은행,은행,2013,3196049000000.0,994.18,9.14,-8.77,0.9399581328145444,0.395,4.0,5.0,2.5,2.5,2213000.0
조광페인트,화학,2013,226436953000.0,65.69,60.35,6.71,0.0545572831877028,0.685,2.5,2.0,2.5,2.5,2100000.0
조광피혁,기타제조업,2013,193032480000.0,27.42,78.48,-2.14,0.0698972270794205,1.345,2.5,3.0,2.5,2.5,0.0
조비,화학,2013,81378985000.0,164.87,37.76,26.56,0.0317116158571358,1.575,2.5,1.0,2.5,2.5,0.0
조선내화,비금속광물,2013,1133194843000.0,71.86,58.19,1.51,0.1725257524825161,0.67,2.5,3.0,4.0,2.5,13000000.0
조선선재,기계,2013,60264361000.0,24.6,80.25,-1.61,0.2068498214137386,1.125,2.5,2.0,2.5,2.5,0.0
조일알미늄,철강금속,2013,258754256000.0,49.85,66.73,-9.15,0.035474415652899,0.47,2.5,3.0,2.5,4.0,1044000.0
조흥,음식료품,2013,118038382000.0,21.11,82.57,3.57,0.1555910053494184,0.615,2.5,2.0,2.5,2.5,900000.0
종근당바이오,의약품,2013,175499039000.0,41.68,70.58,-11.77,0.108837114305925,0.635,2.5,3.0,2.5,2.5,513000.0
주연테크,전기전자,2013,32224379000.0,22.5,81.63,-19.45,-0.0319600152828997,1.5299999999999998,2.5,2.0,2.5,2.5,0.0
진도,유통업,2013,183720537000.0,169.57,37.1,-4.93,0.0760878886018854,0.585,2.5,2.0,2.5,2.5,0.0
진양산업,화학,2013,38791830000.0,20.3,83.12,-0.51,0.0957794061667301,0.955,2.5,2.0,2.5,2.5,1300000.0
진양홀딩스,서비스업,2013,528198182000.0,43.88,69.5,0.0,2.234337790348848,0.6,2.5,3.0,2.5,2.5,5480000.0
진양화학,화학,2013,44339143000.0,62.29,61.62,9.15,0.06735353219104,0.94,2.5,3.0,2.5,2.5,1800000.0
진흥기업,건설업,2013,487800578000.0,1287.89,7.21,2.75,0.0101116200357244,10.68,4.0,3.0,4.0,4.0,0.0
참엔지니어링,기계,2013,533445139000.0,466.89,17.64,57.95,0.0968332130124282,1.025,2.5,3.0,2.5,2.5,0.0
천일고속,운수창고업,2013,60338619000.0,35.36,73.88,3.3,0.0414415766341557,1.415,2.5,2.0,2.5,2.5,0.0
카프로,화학,2013,643433406000.0,79.36,55.75,-19.32,-0.0698822178890019,1.07,2.5,3.0,2.5,4.0,0.0
코리아써키트,전기전자,2013,551207964000.0,39.17,71.85,5.3,0.1381718689019366,1.36,2.5,2.0,2.5,2.5,2756000.0
코스모신소재,화학,2013,274132680000.0,174.95,36.37,18.72,-0.0927875419162067,0.865,2.5,2.0,2.5,2.5,0.0
코스모화학,화학,2013,764170955000.0,151.02,39.84,0.0,0.0426782854682983,0.5449999999999999,2.5,3.0,2.5,4.0,0.0
코아스,기타제조업,2013,98569947000.0,160.23,38.43,15.02,0.0681032991244854,1.035,2.5,3.0,2.5,2.5,0.0
코오롱,서비스업,2013,3775562705000.0,356.29,21.92,-6.06,0.2141451041699901,0.475,2.5,3.0,2.5,2.5,6623000.0
코오롱글로벌,건설업,2013,2439992829000.0,520.15,16.13,-14.77,0.0071244284325954,1.105,2.5,4.0,2.5,2.5,0.0
코오롱플라스틱,화학,2013,219566895000.0,148.02,40.32,-3.15,-0.0281650567365699,1.605,4.0,4.0,4.0,4.0,0.0
코웨이,서비스업,2013,1667858723000.0,77.26,56.41,6.3,0.2775748638254235,5.335,4.0,3.0,5.0,5.0,123613000.0
콤텍시스템,서비스업,2013,119842093000.0,114.78,46.56,13.25,-0.0334755759959612,0.92,2.5,3.0,2.5,2.5,956000.0
키움증권,증권,2013,4199051874000.0,387.92,20.49,-9.93,1.0043100854278997,1.7399999999999998,2.5,4.0,2.5,2.5,9945000.0
태경산업,화학,2013,435097316000.0,54.47,64.74,9.58,0.2196198430679825,0.825,2.5,3.0,2.5,2.5,4384000.0
태광산업,화학,2013,3994992553000.0,47.75,67.68,-5.43,0.0927927680967248,0.585,2.5,1.0,2.5,2.5,1473000.0
태림포장,종이목재,2013,568149736000.0,56.12,64.05,-6.25,0.0671729558977042,0.55,2.5,2.0,2.5,2.5,1770000.0
태영건설,건설업,2013,2994170059000.0,137.09,42.18,-4.44,0.0436638092629438,0.635,2.5,4.0,2.5,2.5,0.0
태원물산,운수장비,2013,42416670000.0,37.19,72.89,-14.64,0.0466510564490696,0.585,2.5,3.0,2.5,2.5,590000.0
태평양물산,섬유의복,2013,567236761000.0,252.09,28.4,37.93,-0.054448991825113,3.875,2.5,3.0,2.5,2.5,1234000.0
텔코웨어,서비스업,2013,127430930000.0,32.07,75.72,5.63,0.4976219593772805,1.28,2.5,3.0,2.5,2.5,3657000.0
티에이치엔,전기전자,2013,205317444000.0,933.43,9.68,38.4,-0.0917703681541901,0.71,2.5,2.0,2.5,2.5,565000.0
티웨이홀딩스,비금속광물,2013,74942426000.0,160.85,38.34,0.0,0.6160602086438152,1.135,2.5,1.0,2.5,2.5,0.0
파미셀,의약품,2013,99368849000.0,20.56,82.94,200.63,-0.1086652785639201,5.055,2.5,2.0,2.5,2.5,0.0
팜스코,음식료품,2013,564784427000.0,138.01,42.01,12.17,0.014794457718895,1.025,2.5,2.0,2.5,2.5,0.0
퍼스텍,기계,2013,147578857000.0,113.74,46.79,18.91,-0.0034666156216986,1.785,2.5,3.0,2.5,2.5,1165000.0
퍼시스,기타제조업,2013,348668177000.0,12.73,88.71,-2.19,0.1174143292135193,1.095,2.5,3.0,2.5,4.0,6628000.0
페이퍼코리아,종이목재,2013,453347281000.0,301.71,24.89,6.18,-0.0235288669489578,0.915,2.5,2.0,2.5,2.5,0.0
평화산업,운수장비,2013,68160050000.0,270.95,26.96,4.82,0.0495517395050358,1.87,2.5,3.0,2.5,2.5,150000.0
평화홀딩스,서비스업,2013,563167943000.0,232.33,30.09,-0.05,2.6241342832469776,0.365,2.5,3.0,2.5,2.5,1384000.0
풍산,철강금속,2013,2684089621000.0,170.47,36.97,4.2,0.0315647984753151,0.77,4.0,4.0,2.5,4.0,12606000.0
풍산홀딩스,서비스업,2013,631124272000.0,20.86,82.74,20.73,0.208635233485704,0.51,2.5,3.0,2.5,2.5,6492000.0
하나금융지주,기타금융,2013,295188639000000.0,1313.09,7.08,-9.66,42.5700101355156,0.77,5.0,6.0,4.0,4.0,72474000.0
하나투어,서비스업,2013,376496384000.0,95.45,51.16,14.55,0.1542110162030658,5.075,2.5,3.0,2.5,2.5,6805000.0
하이스틸,철강금속,2013,249462910000.0,88.8,52.97,-33.53,0.0299717324860561,0.385,2.5,3.0,2.5,2.5,200000.0
하이트진로,음식료품,2013,3553146711000.0,156.89,38.93,-6.74,0.1510452215150625,1.78,4.0,3.0,4.0,4.0,75279000.0
하이트진로홀딩스,서비스업,2013,4262180556000.0,244.19,29.05,-6.67,4.45722648737693,0.385,2.5,4.0,2.5,2.5,7660000.0
한국가스공사,전기가스업,2013,43666375501000.0,388.83,20.46,8.65,0.0363258899768944,0.63,4.0,4.0,5.0,4.0,0.0
한국공항,운수창고업,2013,371858216000.0,52.58,65.54,-1.06,0.0394270325767114,0.32,2.5,2.0,4.0,2.5,1529000.0
한국내화,비금속광물,2013,197446456000.0,104.22,48.97,5.87,0.0437362146943421,0.89,2.5,3.0,2.5,2.5,1063000.0
한국쉘석유,화학,2013,122825707000.0,36.42,73.3,-11.39,0.1529316698952009,7.715,4.0,4.0,4.0,4.0,23400000.0
한국전자홀딩스,서비스업,2013,234855920000.0,93.2,51.76,-3.39,-0.3227376243155659,0.205,2.5,2.0,2.5,2.5,0.0
한국종합기술,서비스업,2013,207814312000.0,68.95,59.19,-5.39,0.0124154041363825,0.58,2.5,3.0,2.5,2.5,1095000.0
한국주강,기계,2013,78185339000.0,7.38,93.13,-25.08,-0.1532315297603783,0.61,2.5,2.0,2.5,2.5,0.0
한국철강,철강금속,2013,907187123000.0,32.1,75.7,-16.81,0.0639114415366778,0.36,4.0,4.0,2.5,4.0,8286000.0
한국카본,기계,2013,296878102000.0,26.87,78.82,47.49,0.2706299621259416,1.23,2.5,3.0,2.5,2.5,3544000.0
한국콜마홀딩스,서비스업,2013,266882024000.0,44.88,69.02,-67.14,4.203024171270719,1.905,2.5,2.0,2.5,2.5,1059000.0
한국화장품,유통업,2013,108902651000.0,355.77,21.94,-6.45,-0.2688123846798994,1.54,2.5,3.0,2.5,2.5,0.0
한국화장품제조,화학,2013,40396297000.0,58.76,62.99,-0.5,-0.0981411628579693,0.745,2.5,2.0,2.5,2.5,0.0
한농화성,화학,2013,130914512000.0,62.06,61.7,6.24,0.084166774373259,0.8799999999999999,2.5,3.0,2.5,2.5,1224000.0
한독,의약품,2013,473529212000.0,60.91,62.15,4.22,0.0282949538934426,0.815,4.0,4.0,2.5,4.0,2320000.0
한미반도체,기계,2013,240728439000.0,31.75,75.9,10.47,0.1080140637284781,1.495,2.5,4.0,2.5,2.5,11774000.0
한미사이언스,서비스업,2013,579822998000.0,41.74,70.55,992.19,-0.0104146557842441,1.61,2.5,3.0,2.5,2.5,0.0
한미약품,의약품,2013,880869229000.0,90.29,52.55,8.33,0.1528040006610313,4.515,4.0,3.0,4.0,4.0,0.0
한샘,유통업,2013,506202072000.0,91.54,52.21,28.56,0.0885842411486697,3.33,2.5,4.0,2.5,2.5,12656000.0
한섬,섬유의복,2013,1002393310000.0,26.04,79.34,-5.15,0.0686665160698999,1.01,2.5,3.0,2.5,2.5,6591000.0
한성기업,음식료품,2013,209621483000.0,206.89,32.59,3.91,-0.0103870559583264,0.6699999999999999,2.5,2.0,2.5,2.5,0.0
한세실업,섬유의복,2013,682383723000.0,150.79,39.87,9.63,0.0230534064839603,2.37,2.5,3.0,2.5,2.5,6000000.0
한세예스24홀딩스,서비스업,2013,873460346000.0,134.85,42.58,6.79,3.9589601226993865,2.285,2.5,3.0,2.5,2.5,3200000.0
한솔케미칼,화학,2013,427996740000.0,115.64,46.37,-0.57,0.1668233207644754,1.72,2.5,2.0,2.5,4.0,5544000.0
한솔테크닉스,전기전자,2013,422296680000.0,147.93,40.33,-8.56,-0.0240573424969551,1.925,2.5,3.0,2.5,2.5,0.0
한솔홈데코,종이목재,2013,280380827000.0,125.56,44.33,23.65,0.0280504505197647,0.865,2.5,2.0,2.5,4.0,0.0
한신공영,건설업,2013,1528677944000.0,365.55,21.48,49.62,0.0602882882752878,0.335,2.5,3.0,2.5,2.5,940000.0
한양증권,증권,2013,570906208000.0,117.1,46.06,-11.87,0.2646498099507106,0.3349999999999999,2.5,4.0,2.5,2.5,3324000.0
한올바이오파마,의약품,2013,97851602000.0,64.11,60.94,-2.37,-0.1047824781144781,7.449999999999999,2.5,3.0,2.5,2.5,0.0
한익스프레스,운수창고업,2013,85379983000.0,206.51,32.63,22.09,-0.0003201919058741,1.01,2.5,2.0,2.5,2.5,0.0
한일철강,철강금속,2013,315044201000.0,89.21,52.85,-7.02,0.0143887525344146,0.205,2.5,2.0,2.5,2.5,722000.0
